timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-29T22:39:37.241577,23.97,0,23.97,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-29T22:40:37.241435,4.198
2026-04-29T22:39:37.286286,23.97,0,23.81,0.0,0.0,0.01,0,0.0,100,0,60.0,2026-04-29T22:40:37.286204,4.209
2026-04-29T22:39:38.285437,23.97,0,23.89,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:38.285254,4.209
2026-04-29T22:39:38.335065,24.04,0,23.97,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:38.334948,4.209
2026-04-29T22:39:38.379845,24.04,0,23.99,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:38.379693,4.209
2026-04-29T22:39:39.333064,24.04,0,24.02,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:39.332882,4.209
2026-04-29T22:39:39.390764,24.04,0,24.03,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:39.390615,4.209
2026-04-29T22:39:39.434408,24.04,0,24.03,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:39.434285,4.209
2026-04-29T22:39:40.392266,24.12,0,24.06,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:40.392105,4.209
2026-04-29T22:39:40.437754,24.12,0,24.09,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:40.437616,4.209
2026-04-29T22:39:40.479363,24.12,0,24.1,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:40.479263,4.209
2026-04-29T22:39:41.442667,24.12,0,24.11,0.0,0.0,0.01,4.199,0.0,100,0,60.0,2026-04-29T22:40:41.442505,4.209
2026-04-29T22:39:41.481492,24.12,0,24.11,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:41.481363,4.199
2026-04-29T22:39:41.516990,24.12,0,24.12,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:41.516875,4.199
2026-04-29T22:39:42.466689,24.19,0,24.15,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:42.466510,4.199
2026-04-29T22:39:42.501426,24.19,0,24.17,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:42.501308,4.199
2026-04-29T22:39:43.512718,24.19,0,24.18,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:43.512496,4.199
2026-04-29T22:39:43.563900,24.27,0,24.23,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:43.563766,4.199
2026-04-29T22:39:43.598759,24.27,0,24.24,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:43.598674,4.199
2026-04-29T22:39:44.551649,24.33,0,24.27,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:44.551547,4.199
2026-04-29T22:39:44.589280,24.33,0,24.3,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:44.589168,4.199
2026-04-29T22:39:44.630345,24.33,0,24.31,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:44.630236,4.199
2026-04-29T22:39:45.618471,24.39,0,24.34,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:45.618320,4.199
2026-04-29T22:39:45.658333,24.39,0,24.36,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:45.658232,4.199
2026-04-29T22:39:45.693733,24.39,0,24.37,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:45.693633,4.199
2026-04-29T22:39:46.656297,24.44,0,24.4,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:46.656131,4.199
2026-04-29T22:39:46.693810,24.44,0,24.42,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:46.693675,4.199
2026-04-29T22:39:46.732257,24.44,0,24.42,0.0,0.0,0.0,4.199,0.0,100,0,60.0,2026-04-29T22:40:46.732143,4.199
