timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-29T01:22:25.000541,76.44,0.1499,76.44,0.1338,0.0,0.0,0,0.0,100,0,60.0,2026-04-29T01:23:25.000257,4.298
2026-04-29T01:22:25.055768,76.44,0.1499,78.94,0.1103,1000.0,0.0,0,88.5,100,0,60.0,2026-04-29T01:23:25.055645,4.213
2026-04-29T01:22:26.038363,76.44,0.1499,78.97,0.1268,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:26.038165,4.213
2026-04-29T01:22:26.096979,76.45,0.1404,78.96,0.132,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:26.096809,4.213
2026-04-29T01:22:26.154651,76.45,0.1404,78.96,0.1328,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:26.154523,4.213
2026-04-29T01:22:27.092927,76.45,0.1404,78.98,0.1333,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:27.092707,4.213
2026-04-29T01:22:27.171334,76.45,0.1404,78.97,0.1325,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:27.171121,4.213
2026-04-29T01:22:27.275605,76.45,0.1404,78.96,0.133,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:27.275338,4.213
2026-04-29T01:22:28.138341,76.47,0.1404,78.98,0.1335,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:28.138100,4.213
2026-04-29T01:22:28.197687,76.47,0.1467,78.98,0.1362,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:28.197534,4.213
2026-04-29T01:22:28.257887,76.47,0.1467,78.98,0.1374,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:28.257616,4.213
2026-04-29T01:22:29.200276,76.46,0.1467,78.99,0.1386,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:29.200093,4.213
2026-04-29T01:22:29.261323,76.46,0.1476,78.98,0.1395,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:29.261185,4.213
2026-04-29T01:22:29.317742,76.46,0.1476,78.97,0.1397,1000.0,0.0,4.199,88.5,100,0,60.0,2026-04-29T01:23:29.317591,4.213
