timestamp,T_actual,P_actual_gauge,T_predicted,P_predicted,Q_watts,flow_lpm,water_L,eta_instant,health_score,anomaly_flag,prediction_horizon_s,prediction_target_timestamp,L_predicted
2026-04-30T22:01:44.209339,87.5,0,87.5,0.0,0.0,0.0,0,0.0,100,0,60.0,2026-04-30T22:02:44.209190,4.329
2026-04-30T22:01:44.266272,87.5,0,90.07,0.0,1000.0,0.0,0,79.0,100,0,60.0,2026-04-30T22:02:44.266132,4.216
2026-04-30T22:01:45.239418,87.5,0,90.1,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:45.239141,4.216
2026-04-30T22:01:45.312836,87.53,0,90.1,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:45.312687,4.216
2026-04-30T22:01:45.380106,87.53,0,90.1,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:45.379928,4.216
2026-04-30T22:01:46.336574,87.53,0,90.13,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:46.336091,4.216
2026-04-30T22:01:46.875196,87.53,0,90.12,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:46.862847,4.216
2026-04-30T22:01:47.295973,87.53,0,90.12,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:47.295458,4.216
2026-04-30T22:01:47.487725,87.56,0,90.12,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:47.487482,4.216
2026-04-30T22:01:47.792470,87.56,0,90.13,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:47.792021,4.216
2026-04-30T22:01:48.096411,87.56,0,90.14,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:48.096068,4.216
2026-04-30T22:01:48.719304,87.56,0,90.15,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:48.707510,4.216
2026-04-30T22:01:49.276353,87.56,0,90.15,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:49.276049,4.216
2026-04-30T22:01:49.456450,87.56,0,90.15,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:49.456197,4.216
2026-04-30T22:01:49.673230,87.59,0,90.16,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:49.672886,4.216
2026-04-30T22:01:50.092913,87.59,0,90.16,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:50.092574,4.216
2026-04-30T22:01:50.684354,87.59,0,90.18,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:50.656286,4.216
2026-04-30T22:01:51.027313,87.62,0,90.2,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:51.026841,4.216
2026-04-30T22:01:51.156980,87.62,0,90.2,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:51.156411,4.216
2026-04-30T22:01:51.617526,87.65,0,90.21,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:51.614752,4.216
2026-04-30T22:01:51.792116,87.65,0,90.22,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:51.790964,4.216
2026-04-30T22:01:52.488126,87.65,0,90.23,0.0,1000.0,0.0,4.199,79.0,100,0,60.0,2026-04-30T22:02:52.487760,4.216
2026-04-30T22:01:52.756335,87.69,0,90.25,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:52.735798,4.216
2026-04-30T22:01:53.035040,87.69,0,90.26,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:53.034753,4.216
2026-04-30T22:01:53.168931,87.69,0,90.27,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:53.168511,4.216
2026-04-30T22:01:53.656638,87.7,0,90.28,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:53.656409,4.216
2026-04-30T22:01:53.756611,87.7,0,90.28,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:53.756318,4.216
2026-04-30T22:01:54.268859,87.7,0,90.29,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:54.267939,4.216
2026-04-30T22:01:54.877206,87.74,0,90.31,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:54.876764,4.216
2026-04-30T22:01:55.238550,87.74,0,90.32,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:55.238217,4.216
2026-04-30T22:01:55.749487,87.74,0,90.34,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:55.748831,4.216
2026-04-30T22:01:55.914981,87.76,0,90.34,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:55.914717,4.216
2026-04-30T22:01:56.213705,87.76,0,90.34,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:56.213221,4.216
2026-04-30T22:01:56.854863,87.76,0,90.36,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:56.854663,4.216
2026-04-30T22:01:56.994937,87.76,0,90.35,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:56.994545,4.216
2026-04-30T22:01:57.152670,87.76,0,90.35,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:57.151835,4.216
2026-04-30T22:01:57.911868,87.76,0,90.36,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:57.906207,4.216
2026-04-30T22:01:58.360177,87.76,0,90.36,0.0,1000.0,0.0,4.199,78.9,100,0,60.0,2026-04-30T22:02:58.359673,4.216
